# SPDX-FileCopyrightText: Copyright (c) 2026 NVIDIA CORPORATION & AFFILIATES. All rights reserved.
# SPDX-License-Identifier: Apache-2.0
#
# Current-tree extraction dispositions at a5486894c45140259d822625e74d1ccdfce807ee.
# rows=258 nonblank_lines=112458 dispositions=move:160,split:78,keep:19,delete:1
# Every path resolves at the audit revision; no nonexistent or upstream-removed path appears in this file.
runtime	surface	disposition	nonblank_lines	path	current_owner	target_owner	target	phase	validation	notes
openclaw	production	keep	55	src/lib/messaging/channels/slack/policy/openclaw.yaml	nemoclaw-core-messaging	nemoclaw-core	core:src/lib/messaging/channels/slack/policy/openclaw.yaml	7	deterministic messaging policy and credential-binding tests	Core retains provider profiles, credential bindings, required policy, and effective-policy inputs; the package renders admitted native configuration only.
openclaw	production	keep	91	src/lib/messaging/channels/teams/policy/openclaw.yaml	nemoclaw-core-messaging	nemoclaw-core	core:src/lib/messaging/channels/teams/policy/openclaw.yaml	7	deterministic messaging policy and credential-binding tests	Core retains provider profiles, credential bindings, required policy, and effective-policy inputs; the package renders admitted native configuration only.
openclaw	production	keep	20	src/lib/messaging/channels/telegram/policy/openclaw.yaml	nemoclaw-core-messaging	nemoclaw-core	core:src/lib/messaging/channels/telegram/policy/openclaw.yaml	7	deterministic messaging policy and credential-binding tests	Core retains provider profiles, credential bindings, required policy, and effective-policy inputs; the package renders admitted native configuration only.
openclaw	production	keep	53	src/lib/messaging/channels/wechat/policy/openclaw.yaml	nemoclaw-core-messaging	nemoclaw-core	core:src/lib/messaging/channels/wechat/policy/openclaw.yaml	7	deterministic messaging policy and credential-binding tests	Core retains provider profiles, credential bindings, required policy, and effective-policy inputs; the package renders admitted native configuration only.
openclaw	production	keep	69	src/lib/messaging/channels/whatsapp/policy/openclaw.yaml	nemoclaw-core-messaging	nemoclaw-core	core:src/lib/messaging/channels/whatsapp/policy/openclaw.yaml	7	deterministic messaging policy and credential-binding tests	Core retains provider profiles, credential bindings, required policy, and effective-policy inputs; the package renders admitted native configuration only.
openclaw	production	move	23	agents/openclaw/managed-image-messaging-runtime/package.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/managed-image-messaging-runtime/package.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	137	agents/openclaw/manifest.yaml	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/manifest.yaml	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	20	agents/openclaw/mcporter-runtime/package.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/mcporter-runtime/package.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	18	agents/openclaw/openclaw-runtime/package.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/openclaw-runtime/package.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	31	agents/openclaw/state-lock-plan.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/state-lock-plan.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	14	agents/openclaw/wechat-runtime/package.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/wechat-runtime/package.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	21	nemoclaw-blueprint/model-specific-setup/openclaw/gemini-3-managed-inference.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/blueprint/model-specific-setup/openclaw/gemini-3-managed-inference.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	17	nemoclaw-blueprint/model-specific-setup/openclaw/gpt-5-o-series-managed-inference.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/blueprint/model-specific-setup/openclaw/gpt-5-o-series-managed-inference.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	30	nemoclaw-blueprint/model-specific-setup/openclaw/kimi-k2.6-managed-inference.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/blueprint/model-specific-setup/openclaw/kimi-k2.6-managed-inference.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	17	nemoclaw-blueprint/model-specific-setup/openclaw/nemotron-3-super-120b-managed-inference.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/blueprint/model-specific-setup/openclaw/nemotron-3-super-120b-managed-inference.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	20	nemoclaw-blueprint/model-specific-setup/openclaw/nemotron-3-ultra-managed-inference.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/blueprint/model-specific-setup/openclaw/nemotron-3-ultra-managed-inference.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	11	nemoclaw-blueprint/openclaw-plugins/gemini-inference-compat/index.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/blueprint/openclaw-plugins/gemini-inference-compat/index.ts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	18	nemoclaw-blueprint/openclaw-plugins/gemini-inference-compat/openclaw.plugin.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/blueprint/openclaw-plugins/gemini-inference-compat/openclaw.plugin.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	371	nemoclaw-blueprint/openclaw-plugins/kimi-inference-compat/index.js	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/blueprint/openclaw-plugins/kimi-inference-compat/index.js	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	12	nemoclaw-blueprint/openclaw-plugins/kimi-inference-compat/openclaw.plugin.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/blueprint/openclaw-plugins/kimi-inference-compat/openclaw.plugin.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	41	nemoclaw/openclaw.plugin.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/openclaw.plugin.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	54	nemoclaw/package.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/package.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	8	nemoclaw/src/banner.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/banner.ts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	154	nemoclaw/src/commands/slash.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/commands/slash.ts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	369	nemoclaw/src/index.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/index.ts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	21	nemoclaw/src/lib/ports.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/lib/ports.ts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	split	114	nemoclaw/src/lib/subprocess-env.ts	mixed-openclaw-plugin-and-core-process-boundary	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/subprocess-env.ts + packages/nemoclaw-openclaw/openclaw-plugin/src/lib/subprocess-env.ts	7	core subprocess-environment parity plus nemoclaw-openclaw package tests	Core retains the canonical sanitized subprocess environment and exact NO_PROXY/no_proxy union; the package owns only the OpenClaw plugin process adapter.
openclaw	production	move	151	nemoclaw/src/onboard/config.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/onboard/config.ts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	30	nemoclaw/src/plugin-config.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/plugin-config.ts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	74	nemoclaw/src/runtime-context.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/runtime-context.ts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	76	schemas/openclaw-plugin.schema.json	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/schemas/openclaw-plugin.schema.json	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	149	scripts/backup-workspace.sh	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/backup-workspace.sh	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	1561	scripts/generate-openclaw-config.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/generate-openclaw-config.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	1776	scripts/lib/normalize_mutable_config_perms.py	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/lib/normalize_mutable_config_perms.py	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	76	scripts/lib/openclaw_device_approval_policy.py	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/lib/openclaw_device_approval_policy.py	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	1405	scripts/lib/openclaw-npm-remediation.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/lib/openclaw-npm-remediation.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	5707	scripts/nemoclaw-start.sh	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/nemoclaw-start.sh	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	4284	scripts/openclaw-config-guard.py	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/openclaw-config-guard.py	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	195	scripts/openclaw/patch-gateway-daemon-dialback.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/openclaw/patch-gateway-daemon-dialback.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	509	scripts/patch-openclaw-chat-send.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/patch-openclaw-chat-send.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	1561	scripts/patch-openclaw-device-self-approval.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/patch-openclaw-device-self-approval.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	193	scripts/patch-openclaw-issue-4434-diagnostics.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/patch-openclaw-issue-4434-diagnostics.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	501	scripts/patch-openclaw-managed-transport-diagnostics.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/patch-openclaw-managed-transport-diagnostics.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	319	scripts/patch-openclaw-mcp-npx.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/patch-openclaw-mcp-npx.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	376	scripts/patch-openclaw-mcp-reliability.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/patch-openclaw-mcp-reliability.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	240	scripts/patch-openclaw-mcp-tools-list-timeout.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/patch-openclaw-mcp-tools-list-timeout.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	454	scripts/patch-openclaw-shared-state-permissions.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/patch-openclaw-shared-state-permissions.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	325	scripts/patch-openclaw-tool-catalog.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/patch-openclaw-tool-catalog.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	606	scripts/validate-openclaw-tool-search.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/validate-openclaw-tool-search.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	move	148	scripts/verify-wechat-runtime-lock.mts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/runtime/verify-wechat-runtime-lock.mts	7	nemoclaw-openclaw clean-pack, package tests, image conformance, and full-e2e	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	production	split	316	agents/openclaw/policy-permissive.yaml	mixed-openclaw-policy	nemoclaw-core-and-nemoclaw-openclaw-package	core policy compiler + packages/nemoclaw-openclaw/runtime/policy-permissive.yaml	7	policy conformance, package tests, and security-posture-openclaw	Core retains required-policy compilation and effective-policy authority; the package owns bounded runtime-specific policy requirements as declarative data.
openclaw	production	split	360	nemoclaw-blueprint/policies/openclaw-sandbox-permissive.yaml	mixed-openclaw-policy	nemoclaw-core-and-nemoclaw-openclaw-package	core policy compiler + packages/nemoclaw-openclaw/blueprint/policies/openclaw-sandbox-permissive.yaml	7	policy conformance, package tests, and security-posture-openclaw	Core retains required-policy compilation and effective-policy authority; the package owns bounded runtime-specific policy requirements as declarative data.
openclaw	production	split	218	nemoclaw-blueprint/policies/openclaw-sandbox.yaml	mixed-openclaw-policy	nemoclaw-core-and-nemoclaw-openclaw-package	core policy compiler + packages/nemoclaw-openclaw/blueprint/policies/openclaw-sandbox.yaml	7	policy conformance, package tests, and security-posture-openclaw	Core retains required-policy compilation and effective-policy authority; the package owns bounded runtime-specific policy requirements as declarative data.
openclaw	production	split	26	nemoclaw-blueprint/policies/presets/openclaw-diagnostics-otel-local.yaml	mixed-openclaw-policy	nemoclaw-core-and-nemoclaw-openclaw-package	core policy compiler + packages/nemoclaw-openclaw/blueprint/policies/presets/openclaw-diagnostics-otel-local.yaml	7	policy conformance, package tests, and security-posture-openclaw	Core retains required-policy compilation and effective-policy authority; the package owns bounded runtime-specific policy requirements as declarative data.
openclaw	production	split	39	nemoclaw-blueprint/policies/presets/openclaw-pricing.yaml	mixed-openclaw-policy	nemoclaw-core-and-nemoclaw-openclaw-package	core policy compiler + packages/nemoclaw-openclaw/blueprint/policies/presets/openclaw-pricing.yaml	7	policy conformance, package tests, and security-posture-openclaw	Core retains required-policy compilation and effective-policy authority; the package owns bounded runtime-specific policy requirements as declarative data.
openclaw	production	split	148	nemoclaw/src/blueprint/private-networks.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/blueprint/private-networks.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	1393	nemoclaw/src/blueprint/runner.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/blueprint/runner.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	1062	nemoclaw/src/blueprint/runtime-identity.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/blueprint/runtime-identity.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	128	nemoclaw/src/blueprint/snapshot-command.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/blueprint/snapshot-command.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	121	nemoclaw/src/blueprint/snapshot-delete-helper.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/blueprint/snapshot-delete-helper.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	34	nemoclaw/src/blueprint/snapshot-directory.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/blueprint/snapshot-directory.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	140	nemoclaw/src/blueprint/snapshot-management.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/blueprint/snapshot-management.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	255	nemoclaw/src/blueprint/snapshot.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/blueprint/snapshot.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	114	nemoclaw/src/blueprint/ssrf.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/blueprint/ssrf.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	108	nemoclaw/src/blueprint/state.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/blueprint/state.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
